Unnamed: 0,id,words,ner_tags,marked_sentence,ner_type,entity_words,translated_belarusian,translated_slovenian,translated_slovak,be_feats,sl_feats,sk_feats
2166,en-doc5865-sent13,"['Private', 'housing', 'in', 'the', 'adjacent', 'suburb', 'of', '[Wendouree]', 'closely', 'matched', 'and', 'eventually', 'eclipsed', 'this', 'by', 'the', 'mid', '1960s', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Private housing in the adjacent suburb of [Wendouree] closely matched and eventually eclipsed this by the mid 1960s .,LOC,Wendouree,Прыватнае жыллё ў суседнім прыгарадзе [Вэндуры] дакладна адпавядала і ў выніку зацьміла гэта да сярэдзіны 1960 -х.,Zasebna stanovanja v sosednjem predmestju [kraj] so se tesno ujemala in na koncu to zasenčila do sredine šestdesetih let prejšnjega stoletja.,Súkromné ​​bývanie na susednom predmestí [dedina] sa pozorne zhodovalo a nakoniec to zatienilo do polovice 60. rokov.,['Case=Nom|Gender=Masc|Number=Plur'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing']
2168,en-doc5822-sent18,"['Lastly', ',', '[Chaucer]', 'does', 'not', 'pay', 'much', 'attention', 'to', 'the', 'progress', 'of', 'the', 'trip', ',', 'to', 'the', 'time', 'passing', 'as', 'the', 'pilgrims', 'travel', ',', 'or', 'specific', 'locations', 'along', 'the', 'way', 'to', 'Canterbury', '.']","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Lastly , [Chaucer] does not pay much attention to the progress of the trip , to the time passing as the pilgrims travel , or specific locations along the way to Canterbury .",PER,Chaucer,"Нарэшце, [мужчына] не звяртае асаблівай увагі на ход паездкі, да часу, які праходзіць, калі паломнікі падарожнічаюць, альбо канкрэтныя месцы па шляху ў Кентэрберы.","Nazadnje [moški] ne bo veliko pozoren na napredek potovanja, do časa, ko romarji potujejo, ali na določenih lokacijah na poti do Canterburyja.","Nakoniec [muž] nevenuje veľkú pozornosť pokroku cesty, času, ktorý prechádza, keď cestovanie pútnikov alebo konkrétne miesta na ceste do Canterbury.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2169,en-doc6230-sent20,"['[Zhukovsky]', 'remarked', 'that', 'his', 'friend', ""'s"", 'paintings', '""', 'please', 'us', 'by', 'their', 'precision', ',', 'each', 'of', 'them', 'awakening', 'a', 'memory', 'in', 'our', 'mind', '.', '""']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[Zhukovsky] remarked that his friend 's paintings "" please us by their precision , each of them awakening a memory in our mind . """,PER,Zhukovsky,"[мужчына] заўважыў, што карціны яго сябра ""калі ласка, нам па іх дакладнасці, кожны з якіх абуджае памяць у нашай свядомасці"".","[moški] je pripomnil, da nas slike njegovega prijatelja ""prosim po njihovi natančnosti, od katerih je vsak prebudil spomin v naših mislih.""","[muž] poznamenal, že maľby jeho priateľa „prosím, prosím, ich presnosťou, každá z nich prebudí spomienku v našej mysli.“",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],[]
2170,en-doc6379-sent39,"['On', 'the', 'first', 'home', 'game', 'of', 'the', 'season', ',', 'there', 'is', 'a', 'carnival', 'where', 'every', '[Fulham]', 'fan', 'is', 'expected', 'to', 'turn', 'up', 'in', 'black-and-white', 'colours', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","On the first home game of the season , there is a carnival where every [Fulham] fan is expected to turn up in black-and-white colours .",ORG,Fulham,"У першай хатняй гульні ў сезоне ёсць карнавал, дзе, як чакаецца, кожны прыхільнік [саюз] з'явіцца ў чорна-белых колерах.","Na prvi domači tekmi v sezoni je karneval, kjer naj bi se vsak oboževalec [zaveznik] pojavil v črno-belih barvah.","Pri prvej domácej hre sezóny je karneval, kde sa očakáva, že každý [zväz] fanúšik sa objaví v čiernobielych farbách.",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2171,en-doc6189-sent101,"['[Sharon]', 'underwent', 'subsequent', 'surgeries', 'the', 'following', 'month', '.']","[2, 0, 0, 0, 0, 0, 0, 0]",[Sharon] underwent subsequent surgeries the following month .,PER,Sharon,[мужчына] у наступным месяцы перанеслі наступныя аперацыі.,[moški] je naslednji mesec opravila nadaljnje operacije.,[žena] nasledujúci mesiac prešiel následnými operáciami.,['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing']
2172,en-doc6416-sent4,"['[Creutzfeldt]', 'was', '54', 'years', 'of', 'age', 'when', 'the', 'Second', 'World', 'War', 'broke', 'out', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[Creutzfeldt] was 54 years of age when the Second World War broke out .,PER,Creutzfeldt,"[мужчына] было 54 гады, калі пачалася Другая сусветная вайна.","[moški] je bil star 54 let, ko je izbruhnila druga svetovna vojna.","[muž] mal 54 rokov, keď vypukla druhá svetová vojna.",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2173,en-doc6090-sent23,"['After', 'the', 'experiments', 'were', 'over', ',', '[Hahnemann]', 'made', 'the', 'volunteers', 'take', 'an', 'oath', 'swearing', 'that', 'what', 'they', 'reported', 'in', 'their', 'journals', 'was', 'the', 'truth', ',', 'at', 'which', 'time', 'he', 'would', 'interrogate', 'them', 'extensively', 'concerning', 'their', 'symptoms', '.']","[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","After the experiments were over , [Hahnemann] made the volunteers take an oath swearing that what they reported in their journals was the truth , at which time he would interrogate them extensively concerning their symptoms .",PER,Hahnemann,"Пасля таго, як эксперыменты скончыліся, [мужчына] прымусіў добраахвотнікаў прыняць прысягу, прысягаючы, што тое, што яны паведамлялі ў сваіх часопісах, было праўдай, і тады ён шырока дапытваецца ў іх сімптомах.","Potem ko so se poskusi končali, je [moški] prostovoljci prisegli, da je tisto, kar so poročali v njihovih revijah, resnica, v tistem času pa jih bo obsežno zasliševal glede njihovih simptomov.","Po skončení experimentov [muž] prinútil dobrovoľníkov prísahu a prisahať, že to, čo hlásili vo svojich časopisoch, je pravda, kedy ich rozsiahle vypočúva v súvislosti s ich príznakmi.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2175,en-doc6302-sent0,"['This', 'article', 'is', 'about', 'communications', 'systems', 'in', '[Anguilla]', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0]",This article is about communications systems in [Anguilla] .,LOC,Anguilla,У гэтым артыкуле распавядаецца пра сістэмы сувязі ў [горад].,Ta članek govori o komunikacijskih sistemih v [kraj].,Tento článok sa týka komunikačných systémov v [dedina].,[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing']
2176,en-doc6366-sent25,"['(', 'This', 'has', 'been', 'documented', ';', 'desserts', 'were', 'made', 'with', 'snow', 'in', '[Mendoza]', 'at', 'the', 'beginning', 'of', 'the', '19th', 'century', '.', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",( This has been documented ; desserts were made with snow in [Mendoza] at the beginning of the 19th century . ),LOC,Mendoza,(Гэта было зафіксавана; дэсерты былі зроблены са снегам у [горад] у пачатку 19 -га стагоддзя.),(To je bilo dokumentirano; sladice so bile narejene s snegom v [kraj] na začetku 19. stoletja.),(Toto bolo zdokumentované; dezerty boli vyrobené so snehom v [hrad] začiatkom 19. storočia.),['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2177,en-doc6004-sent91,"['[Frankfurt]', 'has', '9', 'tram', 'lines', ',', 'with', 'trams', 'arriving', 'usually', 'every', '10', 'minutes', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[Frankfurt] has 9 tram lines , with trams arriving usually every 10 minutes .",LOC,Frankfurt,"[горад] мае 9 трамвайных ліній, з трамваямі, як правіла, кожныя 10 хвілін.","[kraj] ima 9 tramvajskih linij, pri čemer se ponavadi pojavijo tramvaje.","[hrad] má 9 električkových línií, pričom električky prichádzajú zvyčajne každých 10 minút.",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2178,en-doc6226-sent10,"['The', 'community', 'for', 'a', 'time', 'made', '[Safed]', 'an', 'international', 'center', 'of', 'cloth', 'weaving', 'and', 'manufacturing', ',', 'as', 'well', 'as', 'a', 'key', 'site', 'for', 'Jewish', 'learning', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The community for a time made [Safed] an international center of cloth weaving and manufacturing , as well as a key site for Jewish learning .",LOC,Safed,"Суполка некаторы час зрабіла [горад] міжнародным цэнтрам ткацтва і вытворчасці тканіны, а таксама ключавым месцам для яўрэйскага навучання.",Skupnost za nekaj časa [kraj] Mednarodno središče tkanja in proizvodnje tkanin ter ključno mesto za judovsko učenje.,"Komunita na nejaký čas vytvorila medzinárodné centrum tkania a výroby látok, ako aj kľúčové miesto pre židovské vzdelávanie.",[],['Case=Nom|Gender=Masc|Number=Sing'],[]
2179,en-doc6351-sent42,"['Camus', ""'"", 'well-known', 'falling', 'out', 'with', '[Sartre]', 'is', 'linked', 'to', 'this', 'opposition', 'to', 'totalitarianism', '.']","[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",Camus ' well-known falling out with [Sartre] is linked to this opposition to totalitarianism .,PER,Sartre,"Вядомы Камю, які выпадае з [мужчына], звязана з гэтай апазіцыяй да таталітарызму.",Camusovo znano izpadanje s [moški] je povezano s tem nasprotovanjem totalitarizmu.,Camusov známy vypadnutie s [muž] je spojený s touto opozíciou s totalitárstvom.,['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2180,en-doc6048-sent95,"['In', 'his', 'campaigns', 'around', 'the', 'country', ',', '[Hoover]', 'was', 'faced', 'with', 'perhaps', 'the', 'most', 'hostile', 'crowds', 'any', 'sitting', 'president', 'had', 'ever', 'faced', '.']","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","In his campaigns around the country , [Hoover] was faced with perhaps the most hostile crowds any sitting president had ever faced .",PER,Hoover,"У сваіх кампаніях па ўсёй краіне [мужчына] сутыкнуўся з, мабыць, самымі варожымі натоўпамі, з якімі сутыкаўся з любым прэзідэнтам.","V svojih kampanjah po državi se je [moški] soočal z morda najbolj sovražnimi množicami, s katerimi se je kdaj srečal, s katerimi se je kdaj srečal sedeči predsednik.","Vo svojich kampaniach po celej krajine čelil [muž] snáď snáď najviac nepriateľskými davmi, akému prezident, akému prezident čelil.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2181,en-doc5949-sent56,"['[Berry]', 'hired', 'security', 'guards', 'after', 'receiving', 'racist', 'threats', 'to', 'her', 'unborn', 'baby', 'from', 'a', 'stalker', ',', 'who', 'said', 'her', 'child', 'will', 'be', '""', 'cut', 'into', 'hundreds', 'of', 'pieces', '""', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[Berry] hired security guards after receiving racist threats to her unborn baby from a stalker , who said her child will be "" cut into hundreds of pieces "" .",PER,Berry,"[мужчына] наняла ахоўнікаў пасля атрымання расісцкіх пагроз яе ненароджанага дзіцяці ад сталкера, які сказаў, што яе дзіця будзе ""разрэзаны на сотні твораў"".","[moški] je najel varnostnike, potem ko je od zalezovalca prejel rasistične grožnje svojemu nerojenemu otroku, ki je dejal, da bo njen otrok ""razrezan na stotine kosov"".","[žena] najala bezpečnostnú stráž po tom, čo dostala rasistické hrozby pre svoje nenarodené dieťa od stalkera, ktorý povedal, že jej dieťa bude „nakrájané na stovky kusov“.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing']
2182,en-doc5875-sent7,"['One', 'of', 'the', 'first', 'to', 'discover', 'and', 'publish', 'a', 'link', 'between', 'man-made', 'electric', 'current', 'and', 'magnetism', 'was', '[Romagnosi]', ',', 'who', 'in', '1802', 'noticed', 'that', 'connecting', 'a', 'wire', 'across', 'a', 'voltaic', 'pile', 'deflected', 'a', 'nearby', 'compass', 'needle', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","One of the first to discover and publish a link between man-made electric current and magnetism was [Romagnosi] , who in 1802 noticed that connecting a wire across a voltaic pile deflected a nearby compass needle .",PER,Romagnosi,"Адзін з першых, хто адкрыў і апублікаваў сувязь паміж тэхнагенным электрычным токам і магнетызмам [мужчына], які ў 1802 годзе заўважыў, што злучэнне провада праз вольта-кучу адхіліла суседнюю іголку компаса.","Eden prvih, ki je odkril in objavil povezavo med umetnim električnim tokom in magnetizmom, je bil [moški], ki je leta 1802 opazil, da je povezovanje žice čez voltaični kup odklonilo bližnjo igo kompasa.","Jedným z prvých, ktorý objavil a zverejnil spojenie medzi elektrickým prúdom a magnetizmom vyrobeným človekom, bol [muž], ktorý si v roku 1802 všimol, že spojenie drôtu cez voltaickú hromadu odklonilo neďalekú kompasovú ihlu.",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2183,en-doc6264-sent54,"['The', 'stunt', 'was', 'intended', 'to', 'coincide', 'with', 'the', 'visit', 'of', 'Lord', '[Chalfont]', 'to', 'the', 'islands', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",The stunt was intended to coincide with the visit of Lord [Chalfont] to the islands .,PER,Chalfont,Каскадзёр павінен быў супадаць з візітам Госпада [мужчына] на астравы.,Kaskader naj bi sovpadal z Gospodovim obiskom [moški] na otokih.,Zámerom kaskadéra sa mohlo zhodovať s návštevou Pána [muž] na ostrovoch.,['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2184,en-doc5932-sent1,"['She', 'ended', 'up', 'making', 'a', 'cameo', 'appearance', 'in', 'Bride', 'of', 'the', 'Monster', '(', '1956', ')', ',', 'also', 'with', '[Lugosi]', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]","She ended up making a cameo appearance in Bride of the Monster ( 1956 ) , also with [Lugosi] .",PER,Lugosi,"У канчатковым выніку яна выступіла з каме ў нявесце монстра (1956), таксама з [Лугосі].","Na koncu je nastopila v Bride of the Monster (1956), tudi z [moški].","Nakoniec sa objavila portrét v Bride of the Monster (1956), tiež s [muž].",['Case=Nom|Gender=Masc|Number=Plur'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2186,en-doc6189-sent115,"['On', '14', 'August', '2006', 'doctors', 'reported', 'that', '[Sharon]', ""'s"", 'condition', 'worsened', 'significantly', 'and', 'that', 'he', 'was', 'suffering', 'from', 'pneumonia', 'in', 'both', 'lungs', '.']","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",On 14 August 2006 doctors reported that [Sharon] 's condition worsened significantly and that he was suffering from pneumonia in both lungs .,PER,Sharon,"14 жніўня 2006 года лекары паведамілі, што стан [мужчына] значна пагоршыўся і што ён пакутуе ад пнеўманіі ў абодвух лёгкіх.","Zdravniki so 14. avgusta 2006 poročali, da se je stanje [moški] znatno poslabšalo in da je v obeh pljučih trpel zaradi pljučnice.","Dňa 14. augusta 2006 lekári uviedli, že stav [žena] sa výrazne zhoršil a že trpí pneumóniou v oboch pľúcach.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing']
2187,en-doc6323-sent2,"['However', ',', '[Stoney]', 'believed', 'these', 'charges', 'were', 'permanently', 'attached', 'to', 'atoms', 'and', 'could', 'not', 'be', 'removed', '.']","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","However , [Stoney] believed these charges were permanently attached to atoms and could not be removed .",PER,Stoney,"Аднак [мужчына] лічыў, што гэтыя зарады пастаянна прымацаваны да атамаў і іх нельга выдаліць.","Vendar je [moški] verjel, da so te obtožbe trajno pritrjene na atome in jih ni bilo mogoče odstraniti.","[muž] však veril, že tieto obvinenia boli natrvalo pripojené k atómom a nebolo možné ich odstrániť.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2188,en-doc6048-sent41,"['As', 'secretary', 'and', 'later', 'as', 'President', ',', '[Hoover]', 'revolutionized', 'the', 'relations', 'between', 'business', 'and', 'government', '.']","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]","As secretary and later as President , [Hoover] revolutionized the relations between business and government .",PER,Hoover,"Як сакратар, а потым і прэзідэнт, [мужчына] зрабіў рэвалюцыю ў адносінах паміж бізнесам і ўрадам.",Kot sekretar in kasneje kot predsednik je [moški] spremenil odnose med podjetjem in vlado.,Ako tajomník a neskôr ako prezident [muž] revolúciu v vzťahu medzi podnikom a vládou.,['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2189,en-doc6230-sent11,"['[Friedrich]', 'completed', 'the', 'first', 'of', 'his', 'major', 'paintings', 'in', '1807', ',', 'at', 'the', 'age', 'of', '34', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[Friedrich] completed the first of his major paintings in 1807 , at the age of 34 .",PER,Friedrich,[мужчына] завяршыў першую з сваіх асноўных карцін у 1807 годзе ва ўзросце 34 гадоў.,"[moški] je prvo od svojih glavnih slik dokončal leta 1807, v starosti 34 let.","[muž] dokončil prvý zo svojich hlavných obrazov v roku 1807, vo veku 34 rokov.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2190,en-doc6060-sent17,"['Later', '[U.S.]', 'soft', 'influences', 'gave', 'rise', 'to', '迪斯科', '(', 'dísīkè', '""', 'disco', '""', ')', ',', '可乐／可樂', '(', 'kělè', '""', 'cola', '""', ')', 'and', '迷你', '(', 'mínǐ', '""', 'mini', '(', 'skirt', ')', '""', ')', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Later [U.S.] soft influences gave rise to 迪斯科 ( dísīkè "" disco "" ) , 可乐／可樂 ( kělè "" cola "" ) and 迷你 ( mínǐ "" mini ( skirt ) "" ) .",LOC,U.S.,"Пазней [ЗША] мяккія ўплывы прывялі да дыскатэкі (Dísīkè ""Disco""), Cola (Kělè ""Cola"") і Mini (Mínǐ ""Mini (спадніца)"").","Kasneje [ameriški] mehki vplivi so povzročili disco (dísīkè ""disco""), cola (kělè ""cola"") in mini (mínǐ ""mini (krilo)"").","Neskôr [USA] mäkké vplyvy viedli k diskotéke (DíSīkè „Disco“), Cola (Kělè „Cola“) a Mini (Mínǐ „mini (sukňa)“).",[],['Case=Nom|Gender=Masc|Number=Plur'],[]
2191,en-doc5979-sent31,"['The', '[Astros]', 'were', 'a', 'young', 'team', 'full', 'of', 'talented', 'position', 'players', 'and', 'pitchers', 'but', 'their', 'play', 'was', 'still', 'not', 'consistent', '.']","[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The [Astros] were a young team full of talented position players and pitchers but their play was still not consistent .,ORG,Astros,"[саюз] былі маладой камандай, поўнай таленавітых гульцоў і збаноў, але іх гульня ўсё яшчэ не адпавядала.","[zaveznik] so bili mlada ekipa, polna nadarjenih igralcev in vrčkov, vendar njihova igra še vedno ni bila dosledna.","[zväz] boli mladý tím plný talentovaných hráčov a džbánov, ale ich hra stále nebola konzistentná.",[],['Case=Nom|Gender=Masc|Number=Sing'],[]
2193,en-doc6280-sent11,"['The', '[NFL]', 'began', 'running', 'promotional', 'television', 'ads', 'for', 'fantasy', 'football', 'featuring', 'current', 'players', 'for', 'the', 'first', 'time', '.']","[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The [NFL] began running promotional television ads for fantasy football featuring current players for the first time .,ORG,NFL,[саюз] пачаў праводзіць рэкламныя рэкламныя рэкламы для фантазійнага футбола з удзелам цяперашніх гульцоў упершыню.,"[zaveznik] je prvič začel izvajati promocijske televizijske oglase za Fantasy Football, v katerem so bili trenutni igralci.",[zväz] začal prvýkrát prevádzkovať propagačné televízne reklamy pre fantasy futbal s súčasnými hráčmi.,[],['Case=Nom|Gender=Masc|Number=Sing'],[]
2194,en-doc6322-sent4,"['[Homer]', 'speaks', 'of', 'ambrosial', 'raiment', ',', 'ambrosial', 'locks', 'of', 'hair', ',', 'even', 'the', 'gods', ""'"", 'ambrosial', 'sandals', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[Homer] speaks of ambrosial raiment , ambrosial locks of hair , even the gods ' ambrosial sandals .",PER,Homer,"[мужчына] Гаворыць пра амброзіяльны рэймен, амброзіяльны замкі валасоў, нават амбразіяльныя басаножкі багоў.","[moški] govori o ambrozijskih oblačilih, ambrozijskih ključavnicah las, celo o bogovih ambrozijskih sandalih.","[muž] hovorí o ambrosiálnom raimente, ambrosiálnych zámkoch vlasov, dokonca aj o ambrosiálnych sandáloch bohov.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2195,en-doc6232-sent3,"['In', '1790', ',', 'following', 'the', 'outbreak', 'of', 'the', 'French', 'Revolution', ',', 'the', 'upper', 'classes', 'of', '[Guadeloupe]', 'refused', 'to', 'obey', 'the', 'new', 'laws', 'of', 'equal', 'rights', 'for', 'the', 'free', 'colored', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","In 1790 , following the outbreak of the French Revolution , the upper classes of [Guadeloupe] refused to obey the new laws of equal rights for the free colored .",LOC,Guadeloupe,"У 1790 годзе, пасля пачатку французскай рэвалюцыі, вышэйшыя класы [горад] адмовіліся выконваць новыя законы роўных правоў для вольнага афарбоўкі.",Leta 1790 so po izbruhu francoske revolucije zgornji razredi [Guadelaupe] zavrnili spoštovanje novih zakonov enakih pravic za brezplačno obarvano.,"V roku 1790, po vypuknutí francúzskej revolúcie, horné triedy [dedina] odmietli dodržiavať nové zákony rovnakých práv na voľnú farbu.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Plur'],['Case=Nom|Gender=Fem|Number=Sing']
2197,en-doc6406-sent6,"['The', 'latter', 'two', 'terms', 'led', 'stompbox', 'manufacturers', 'to', 'use', 'the', 'term', ""'"", 'whammy', ""'"", 'in', 'coming', 'up', 'with', 'a', 'pitch', 'raising', 'effect', 'introduced', 'by', 'popular', 'guitar', 'effects', 'pedal', 'brand', '[Digitech]', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0]",The latter two terms led stompbox manufacturers to use the term ' whammy ' in coming up with a pitch raising effect introduced by popular guitar effects pedal brand [Digitech] .,ORG,Digitech,"Апошнія два тэрміны прымусілі вытворцаў STOMPBox выкарыстоўваць тэрмін ""whammy"", прыдумваючы эфект павышэння кляма, уведзены папулярнай брэндам педалі гітарных эфектаў [саюз].","Slednji dva izraza sta proizvajala proizvajalcev stompbox -a, da uporabljajo izraz ""whammy"", da bi prišli do učinka dviga na igrišču, ki ga je uvedla priljubljena blagovna znamka pedala kitarske učinke [zaveznik].","Posledne uvedené dva výrazy viedli výrobcov Stompboxu, aby používali výraz „whammy“ pri príchode s efektom zvyšovania výšky tónu, ktorý predstavil populárny gitarový efekt pedálovej značky [zväz].",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2198,en-doc6084-sent42,"['Throughout', 'most', 'of', 'his', 'career', ',', '[Athanasius]', 'had', 'many', 'detractors', '.']","[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]","Throughout most of his career , [Athanasius] had many detractors .",PER,Athanasius,На працягу большай часткі сваёй кар'еры [мужчына] было шмат нядобразычліўцаў.,V večini kariere je imel [moški] veliko škode.,Počas väčšiny svojej kariéry mal [muž] veľa kritikov.,['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2200,en-doc6004-sent95,"['[Frankfurt]', 'has', 'also', 'a', 'network', 'of', 'modern', 'cycle', 'routes', 'throughout', 'city', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[Frankfurt] has also a network of modern cycle routes throughout city .,LOC,Frankfurt,[горад] таксама мае сетку сучасных цыклаў па ўсім горадзе.,[kraj] ima tudi mrežo sodobnih kolesarskih poti po vsem mestu.,[hrad] má tiež sieť moderných cyklistických trás v celom meste.,['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
